deckID,colors,baseColors,splashes,sphere,archetype,deckName,date,cubeType
662,red green white,green white,red,aggro,armageddon,Naya (RGW) Armageddon Aggro 12.20.17.txt,2017-12-20,Vintage Unpowered
663,red green white,red white,green,midrange,armageddon,Naya (RGW) Armageddon Midrange.txt,2019-07-07,Vintage Unpowered
664,red green white,green,red white,midrange,armageddon  survival,Naya (RGW) Armageddon Survival Midrange.txt,2020-07-03,Vintage Unpowered
665,red green white,green white,red,midrange,-,Naya (RGW) Collected Company Midrange.txt,2019-02-10,Vintage Unpowered
666,red green white,red green white,-,midrange,crucible,Naya (RGW) Excavator Midrange.txt,2017-12-03,Vintage Unpowered
667,red green white,green,red white,midrange,-,Naya (RGW) Goodstuff Midrange.txt,2020-09-12,Vintage Unpowered
668,red green white,red green white,-,ramp,wildfire  channel,Naya (RGW) Lands Matters Channel Wildfire Ramp.txt,2020-09-12,Vintage Unpowered
669,red green white,red green white,-,midrange,-,Naya (RGW) Midrange,2021-01-31,Vintage Unpowered
670,red green white,green white,red,midrange,-,Naya (RGW) Midrange.txt,2017-12-03,Vintage Unpowered
671,red green white,red green white,-,midrange,reveillark  survival,Naya (RGW) Reveillark Survival Midrange.txt,2019-02-10,Vintage Unpowered
672,red green white,red white,green,aggro,stoneforge,Naya (RGW) Stoneforge Aggro 2.10.18.txt,2018-02-10,Vintage Unpowered
673,red green white,red white,green,aggro,stoneforge,Naya (RGW) Stoneforge Aggro 6.2.18.txt,2018-06-02,Vintage Unpowered
674,red green white,green white,red,midrange,stoneforge  pod,Naya (RGW) Stoneforge Pod Midrange 10.21.18.txt,2018-10-21,Vintage Unpowered
675,red green white,green white,red,midrange,skullclamp  survival,Naya (RGW) Survival Skullclamp Midrange 4.8.18.txt,2018-04-08,Vintage Unpowered
676,red green white,green,red white,ramp,-,Naya (RGW) Tooth and Nail Wake Ramp [WOTC Vintage].txt,2020-09-12,WOTC Vintage
677,black white,white,black,midrange,-,Orzhov (BW) Aggressive Midrange,2021-01-31,Vintage Unpowered
678,black white,black white,-,aggro,-,Orzhov (BW) Aggro 10.17.18.txt,2018-10-17,Vintage Unpowered
679,black white,black white,-,aggro,-,Orzhov (BW) Aggro 2.txt,2017-12-03,Vintage Unpowered
680,black white,black white,-,aggro,-,Orzhov (BW) Aggro Pile 8.5.18 [WOTC Vintage].txt,2018-08-05,WOTC Vintage
681,black white,black white,-,aggro,-,Orzhov (BW) Aggro copy 2.txt,2020-01-12,Vintage Unpowered
682,black white,black white,-,aggro,-,Orzhov (BW) Aggro copy [WOTC Vintage].txt,2020-01-12,WOTC Vintage
683,black white,black white,-,aggro,-,Orzhov (BW) Aggro.txt,2020-07-03,Vintage Unpowered
684,black white,black white,-,aggro,-,Orzhov (BW) Aristocrats Aggro.txt,2019-01-02,Vintage Unpowered
685,black white,black white,-,midrange,tokens,Orzhov (BW) Aristocrats Tokens Midrange.txt,2020-01-12,Vintage Unpowered
686,black white,black white,-,aggro,armageddon,Orzhov (BW) Armageddon Aggro 5.1.18.txt,2018-05-01,Vintage Unpowered
687,black white,black white,-,aggro,armageddon,Orzhov (BW) Armageddon Aggro 8.10.18.txt,2018-08-10,Vintage Unpowered
688,black white,black white,-,aggro,armageddon,Orzhov (BW) Armageddon Aggro 9.22.18.txt,2018-09-22,Vintage Unpowered
689,black white,black white,-,aggro,armageddon,Orzhov (BW) Armageddon Aggro.txt,2020-01-12,Vintage Unpowered
690,black white,black white,-,aggro,stax  armageddon,Orzhov (BW) Armageddon Braids Aggro.txt,2017-12-03,Vintage Unpowered
691,black white,black white,-,aggro,stax  armageddon,Orzhov (BW) Armageddon Braids Stax Aggro 1.25.18.txt,2018-01-25,Vintage Unpowered
692,black white,black white,-,aggro,stax  armageddon,Orzhov (BW) Armageddon Stax Aggro,2021-01-31,Vintage Unpowered
693,black white,black white,-,aggro,stax  armageddon,Orzhov (BW) Armageddon Stax Aggro 4.1.18.txt,2018-04-01,Vintage Unpowered
694,black white,black white,-,aggro,stax  armageddon,Orzhov (BW) Armageddon Stax Aggro 7.14.18.txt,2018-07-14,Vintage Unpowered
695,black white,black white,-,aggro,stax  armageddon,Orzhov (BW) Armageddon Stax Aggro 8.1.18.txt,2018-08-01,Vintage Unpowered
696,black white,black white,-,aggro,stax  armageddon,Orzhov (BW) Armageddon Stax Aggro.txt,2017-12-03,Vintage Unpowered
697,black white,black white,-,midrange,-,Orzhov (BW) Goodstuff Midrange 4.1.18 [WOTC Vintage].txt,2018-04-01,WOTC Vintage
698,black white,black white,-,midrange,-,Orzhov (BW) Goodstuff Midrange.txt,2020-07-03,Vintage Unpowered
699,black white,black white,-,midrange,-,Orzhov (BW) Midrange 7.15.18.txt,2018-07-15,Vintage Unpowered
700,black white,black white,-,midrange,-,Orzhov (BW) Midrange Pile.txt,2019-01-01,Vintage Unpowered
701,black white,black white,-,midrange,-,Orzhov (BW) Midrange [WOTC Vintage].txt,2019-09-03,WOTC Vintage
702,black white,black white,-,midrange,-,Orzhov (BW) Midrange.txt,2020-09-12,Vintage Unpowered
703,black white,black white,-,combo,reanimator,Orzhov (BW) Reanimator Combo,2021-01-31,Vintage Unpowered
704,black white,black white,-,combo,reanimator,Orzhov (BW) Recurring Nightmare Reaniamtor Combo.txt,2019-06-08,Vintage Unpowered
705,black white,black white,-,aggro,stax,Orzhov (BW) Stax Aggro 1.txt,2017-12-03,Vintage Unpowered
706,black white,black white,-,aggro,stax,Orzhov (BW) Stax Aggro 4.14.18.txt,2018-04-14,Vintage Unpowered
707,black white,black white,-,aggro,stax,Orzhov (BW) Stax Aggro 9.30.18.txt,2018-09-30,Vintage Unpowered
708,black white,black white,-,aggro,stax,Orzhov (BW) Stax Aggro copy 2.txt,2017-12-03,Vintage Unpowered
709,black white,black white,-,aggro,stax,Orzhov (BW) Stax Aggro copy.txt,2017-12-03,Vintage Unpowered
710,black white,black white,-,aggro,stax,Orzhov (BW) Stax Aggro.txt,2017-12-03,Vintage Unpowered
711,black white,black white,-,aggro,stoneforge  armageddon,Orzhov (BW) Stoneforge Armageddon Aggro 10.13.18 [WOTC Vintage].txt,2018-10-13,WOTC Vintage
712,black white,black white,-,aggro,stoneforge  skullclamp,Orzhov (BW) Stoneforge Lurrus Skullclamp Aggro.txt,2020-09-12,Vintage Unpowered
713,black white,white,black,midrange,stoneforge,Orzhov (BW) Stoneforge Midrange 9.12.18 [WOTC Vintage].txt,2018-09-12,WOTC Vintage
714,black white,black white,-,midrange,stoneforge,Orzhov (BW) Stoneforge Midrange [WOTC Vintage].txt,2017-12-03,WOTC Vintage
715,black white,black white,-,aggro,stoneforge  skullclamp,Orzhov (BW) Stoneforge Skullclamp Aggro.txt,2020-09-12,Vintage Unpowered
716,black white,black white,-,midrange,stax  stoneforge,Orzhov (BW) Stoneforge Stax Midrange 7.27.18.txt,2018-07-27,Vintage Unpowered
717,black white,black white,-,midrange,stoneforge,Orzhov (BW) Stoneforge Workshop Kuldotha Midrange [WOTC Vintage].txt,2020-01-12,WOTC Vintage
718,black white,black white,-,midrange,tokens,Orzhov (BW) Tokens Midrange,2021-01-31,Vintage Unpowered
719,red black,red black,-,midrange,-,Rakdos (RB) Aggressive Midrange [WOTC Vintage].txt,2020-04-25,WOTC Vintage
720,red black,red,black,midrange,-,Rakdos (RB) Aggressive Midrange copy [WOTC Vintage].txt,2020-01-12,WOTC Vintage
721,red black,red black,-,aggro,-,Rakdos (RB) Aggro,2021-01-31,Vintage Unpowered
722,red black,red,black,aggro,-,Rakdos (RB) Aggro 7.10.18.txt,2018-07-10,Vintage Unpowered
723,red black,red black,-,aggro,-,Rakdos (RB) Aggro 7.7.18.txt,2018-07-07,Vintage Unpowered
724,red black,red,black,aggro,-,Rakdos (RB) Aggro 8.29.18.txt,2018-08-29,Vintage Unpowered
725,red black,red black,-,aggro,-,Rakdos (RB) Aggro 9.29.18.txt,2018-09-29,Vintage Unpowered
726,red black,red black,-,aggro,-,Rakdos (RB) Aggro [WOTC Vintage],2021-01-31,WOTC Vintage
727,red black,red black,-,aggro,-,Rakdos (RB) Aggro [WOTC Vintage].txt,2020-07-03,WOTC Vintage
728,red black,red black,-,aggro,-,Rakdos (RB) Aggro copy,2021-01-31,Vintage Unpowered
729,red black,red black,-,aggro,-,Rakdos (RB) Aggro copy 2.txt,2020-07-03,Vintage Unpowered
730,red black,red black,-,aggro,-,Rakdos (RB) Aggro copy.txt,2020-07-03,Vintage Unpowered
731,red black,red,black,aggro,-,Rakdos (RB) Aggro.txt,2020-07-03,Vintage Unpowered
732,red black,red black,-,midrange,-,Rakdos (RB) Living Death Midrange.txt,2019-09-15,Vintage Unpowered
733,red black,red black,-,aggro,-,Rakdos (RB) Lurrus Aggro,2021-01-31,Vintage Unpowered
734,red black,red,black,aggro,-,Rakdos (RB) Lutri Aggro,2021-01-31,Vintage Unpowered
735,red black,red black,-,midrange,-,Rakdos (RB) Midrange,2021-01-31,Vintage Unpowered
736,red black,red black,-,midrange,-,Rakdos (RB) Midrange [WOTC Vintage].txt,2019-07-28,WOTC Vintage
737,red black,red black,-,midrange,-,Rakdos (RB) Midrange.txt,2020-09-12,Vintage Unpowered
738,red green black,red black,green,combo,reanimator,Rakdos (RB) Reanimator Combo[Vintage].txt,2020-09-12,Vintage Powered
739,red blue black,red black,blue,combo,reanimator,Rakdos (RB) Reanimator Sneak Attack Combo [WOTC Vintage].txt,2020-09-12,WOTC Vintage
740,red black,red black,-,combo,reanimator,Rakdos (RB) Reanimator Sneak Attack Combo.txt,2020-01-12,Vintage Unpowered
741,red black,red black,-,midrange,reanimator,Rakdos (RB) Recurring Nightmare Aggressive Midrange 9.16.18.txt,2018-09-16,Vintage Unpowered
742,red black,red black,-,midrange,reanimator,Rakdos (RB) Recurring Nightmare Purphoros Midrange 5.19.18 [WOTC Vintage].txt,2018-05-19,WOTC Vintage
743,red black,red black,-,midrange,reanimator  skullclamp,Rakdos (RB) Recurring Nightmare Skullclamp Feldon Midrange.txt,2018-12-07,Vintage Unpowered
744,red black,red black,-,aggro,skullclamp,Rakdos (RB) Skullclamp Aggro,2021-01-31,Vintage Unpowered
745,red black,black,red,midrange,-,Rakdos (RB) Sneak Attack Aristocrats Midrange [WOTC Vintage].txt,2019-02-10,WOTC Vintage
746,red black,red black,-,combo,reanimator,Rakdos (RB) Sneak Attack Reanimator Combo [WOTC Vintage].txt,2020-07-03,WOTC Vintage
747,red black,red black,-,aggro,stax,Rakdos (RB) Stax Aggro 10.19.18.txt,2018-10-19,Vintage Unpowered
748,red black,red black,-,control,stax,Rakdos (RB) Stax Control 8.19.18.txt,2018-08-19,Vintage Unpowered
749,red black,red black,-,aggro,-,Rakdos (RB) Yawgmoth Aristocrats Aggro.txt,2020-03-20,Vintage Unpowered
750,green white,white,green,aggro,-,Selesnya (GW) Aggro.txt,2019-07-02,Vintage Unpowered
751,green white,green white,-,midrange,armageddon,Selesnya (GW) Armageddon Aggressive Midrange 9.1.18.txt,2018-09-01,Vintage Unpowered
752,green white,green white,-,midrange,pod  survival  tokens,Selesnya (GW) Birthing Pod Survival Tokens Midrange [WOTC Vintage].txt,2018-12-16,WOTC Vintage
753,green white,green,white,ramp,channel,Selesnya (GW) Channel Ramp [WOTC Vintage].txt,2020-07-03,WOTC Vintage
754,green white,green white,-,midrange,-,Selesnya (GW) Goodstuff Midrange [Vintage],2021-01-31,Vintage Powered
755,green white,green white,-,midrange,-,Selesnya (GW) Goodstuff Midrange [Vintage].txt,2020-07-03,Vintage Powered
756,green white,green white,-,midrange,-,Selesnya (GW) Goodstuff Midrange [WOTC Vintage].txt,2020-07-03,WOTC Vintage
757,green white,green white,-,midrange,-,Selesnya (GW) Goodstuff Midrange.txt,2020-09-12,Vintage Unpowered
758,green white,green white,-,midrange,armageddon,Selesnya (GW) Hatebears Gideon Tribal Vehicles Armageddon Aggressive Midrange.txt,2020-01-12,Vintage Unpowered
759,green white,green white,-,midrange,-,Selesnya (GW) Midrange copy.txt,2019-10-12,Vintage Unpowered
760,green white,green white,-,midrange,-,Selesnya (GW) Midrange.txt,2019-09-15,Vintage Unpowered
761,green white,white,green,midrange,moat,Selesnya (GW) Moat Midrange [WOTC Vintage].txt,2019-07-07,WOTC Vintage
762,green white,green white,-,midrange,naturalorder,Selesnya (GW) Natural Order Midrange.txt,2019-09-03,Vintage Unpowered
763,green,green,-,ramp,naturalorder,Selesnya (GW) Natural Order Ramp 4.27.18.txt,2018-04-27,Vintage Unpowered
764,green white,green white,-,midrange,naturalorder,Selesnya (GW) Natural Order Reveilark Midrange,2021-01-31,Vintage Unpowered
765,green white,green white,-,midrange,skullclamp  naturalorder  reveillark  survival,Selesnya (GW) Natural Order Skullclamp Reveillark Survival Midrange 11.22.18.txt,2018-11-22,Vintage Unpowered
766,green white,green,white,midrange,skullclamp  naturalorder  survival,Selesnya (GW) Natural Order Skullclamp Survival Midrange.txt,2020-01-12,Vintage Unpowered
767,green white,green white,-,midrange,naturalorder  survival,Selesnya (GW) Natural Order Skullclmap Survival Midrange.txt,2019-01-01,Vintage Unpowered
768,green white,green,white,ramp,naturalorder,Selesnya (GW) Natural Order Super Ramp 4.7.18.txt,2018-04-07,Vintage Unpowered
769,green white,green white,-,midrange,naturalorder  survival,Selesnya (GW) Natural Order Survival Midrange Shenanigans 2.23.18.txt,2018-02-23,Vintage Unpowered
770,green white,green white,-,ramp,naturalorder  survival,Selesnya (GW) Natural Order Survival Wake Ramp.txt,2018-12-27,Vintage Unpowered
771,green white,green,white,ramp,-,Selesnya (GW) Ramp 9.5.18.txt,2018-09-05,Vintage Unpowered
772,green white,green white,-,ramp,-,Selesnya (GW) Ramp [WOTC Vintage].txt,2020-07-03,WOTC Vintage
773,green white,green white,-,aggro,-,Selesnya (GW) Rancor Aggro.txt,2017-12-03,Vintage Unpowered
774,green white,white,green,aggro,reveillark,Selesnya (GW) Reveillark Aggro.txt,2019-05-26,Vintage Unpowered
775,green white,green white,-,midrange,reveillark,Selesnya (GW) Reveillark Midrange.txt,2020-09-12,Vintage Unpowered
776,green white,green white,-,midrange,skullclamp  reveillark  survival  tokens,Selesnya (GW) Reveillark Skullclamp Survival Tokens Midrange 11.24.18.txt,2018-11-24,Vintage Unpowered
777,red green blue,red blue,green,midrange,reveillark  survival,Selesnya (GW) Reveillark Survival Midrange 12.17.17.txt,2017-12-17,Vintage Unpowered
778,green white,green white,-,midrange,reveillark  survival,Selesnya (GW) Reveillark Survival Midrange 3.3.18.txt,2018-03-03,Vintage Unpowered
779,green white,green white,-,midrange,reveillark  survival,Selesnya (GW) Reveillark Survival Midrange.txt,2019-01-05,Vintage Unpowered
780,green white,green white,-,midrange,skullclamp,Selesnya (GW) Skullclamp Midrange [WOTC Vintage].txt,2019-07-02,WOTC Vintage
781,green white,green white,-,midrange,skullclamp,Selesnya (GW) Skullclamp Midrange.txt,2020-04-25,Vintage Unpowered
782,green white,green white,-,midrange,skullclamp  naturalorder  reveillark  survival,Selesnya (GW) Skullclamp Natural Order Reveillark Survival Midrange.txt,2019-10-12,Vintage Unpowered
783,green white,green white,-,aggro,stoneforge,Selesnya (GW) Stoneforge Aggro.txt,2019-07-02,Vintage Unpowered
784,green white,green white,-,midrange,stoneforge,Selesnya (GW) Stoneforge Midrange,2021-01-31,Vintage Unpowered
785,green white,white,green,midrange,stoneforge,Selesnya (GW) Stoneforge Midrange copy,2021-01-31,Vintage Unpowered
786,green white,green white,-,midrange,stoneforge  survival,Selesnya (GW) Stoneforge Survival Midrange [WOTC Vintage],2021-01-31,WOTC Vintage
787,green white,green white,-,midrange,survival,Selesnya (GW) Survival Midrange [Vintage].txt,2020-07-03,Vintage Powered
788,green white,green white,-,midrange,survival,Selesnya (GW) Survival Midrange.txt,2017-12-03,Vintage Unpowered
789,green white,green,white,ramp,-,Selesnya (GW) Wake Ramp.txt,2019-06-08,Vintage Unpowered
790,green blue,green blue,-,combo,cheat  upheaval  channel,Simic (UG) Channel Cheaty Face Upheaval Combo [WOTC Vintage].txt,2020-01-12,WOTC Vintage
791,green blue,green,blue,ramp,naturalorder  channel,Simic (UG) Channel Natural Order Ramp.txt,2020-01-12,Vintage Unpowered
792,green blue,green blue,-,ramp,channel,Simic (UG) Channel Ramp [WOTC Vintage].txt,2020-09-12,WOTC Vintage
793,green blue,green,blue,combo,cheat  artifacts  channel,Simic (UG) Channel Tinker Cheaty Face Combo.txt,2020-09-12,Vintage Unpowered
794,green blue,green blue,-,ramp,upheaval  channel,Simic (UG) Channel Upheaval Super Ramp 6.1.18.txt,2018-06-01,Vintage Unpowered
795,green blue,green blue,-,midrange,edric,Simic (UG) Edric Midrange,2021-01-31,Vintage Unpowered
796,green blue,green blue,-,midrange,edric,Simic (UG) Edric Midrange 10.7.18.txt,2018-10-07,Vintage Unpowered
797,green blue,green blue,-,midrange,-,Simic (UG) Goodstuff Midrange copy.txt,2020-04-25,Vintage Unpowered
798,green blue,green blue,-,midrange,-,Simic (UG) Goodstuff Midrange.txt,2020-04-25,Vintage Unpowered
799,green blue,green blue,-,midrange,-,Simic (UG) Midrange 3.17.18.txt,2018-03-17,Vintage Unpowered
800,green blue,green,blue,ramp,naturalorder  channel,Simic (UG) Natural Order Channel Ramp [WOTC Vintage].txt,2020-01-12,WOTC Vintage
801,green blue,green blue,-,ramp,naturalorder  edric,Simic (UG) Natural Order Edric Ramp,2021-01-31,Vintage Unpowered
802,green blue,green blue,-,midrange,naturalorder,Simic (UG) Natural Order Midrange 6.30.18.txt,2018-06-30,Vintage Unpowered
803,green blue,green blue,-,midrange,naturalorder,Simic (UG) Natural Order Midrange 7.7.18.txt,2018-07-07,Vintage Unpowered
804,green blue,green,blue,midrange,opposition  naturalorder,Simic (UG) Natural Order Opposition Midrange 8.31.18 [WOTC Vintage].txt,2018-08-31,WOTC Vintage
805,green blue,green,blue,ramp,skullclamp  naturalorder  survival,Simic (UG) Natural Order Skullclamp Survival Ramp 10.23.18.txt,2018-10-23,Vintage Unpowered
806,green blue,green,blue,ramp,naturalorder  survival,Simic (UG) Natural Order Survival Ramp.txt,2020-07-03,Vintage Unpowered
807,green blue,green blue,-,midrange,opposition,Simic (UG) Opposition Midrange.txt,2019-07-28,Vintage Unpowered
808,green blue,green blue,-,aggro control,opposition,Simic (UG) Opposition Tempo.txt,2020-01-12,Vintage Unpowered
809,green blue,green blue,-,ramp,-,Simic (UG) Ramp [WOTC Vintage].txt,2019-06-16,WOTC Vintage
810,green blue,green,blue,ramp,-,Simic (UG) Ramp copy.txt,2019-06-16,Vintage Unpowered
811,green blue,green blue,-,ramp,-,Simic (UG) Ramp.txt,2020-07-03,Vintage Unpowered
812,green blue,green blue,-,ramp,opposition,Simic (UG) Rofellos Opposition Ramp [Vintage].txt,2020-09-12,Vintage Powered
813,green blue,green blue,-,combo,cheat,Simic (UG) Show and Tell Eureka Cheaty Face Combo 2.23.18 [WOTC Vintage].txt,2018-02-23,WOTC Vintage
814,green blue,green blue,-,midrange,skullclamp  edric,Simic (UG) Skullclamp Fastbond Edric Midrange.txt,2020-09-12,Vintage Unpowered
815,green blue,green,blue,ramp,opposition  skullclamp,Simic (UG) Skullclamp Opposition Rofellos Ramp.txt,2020-09-12,Vintage Unpowered
816,green blue,green,blue,ramp,skullclamp  channel,Simic (UG) Skullclamp Rofellos Channel Ramp.txt,2020-09-12,Vintage Unpowered
817,green blue,green blue,-,midrange,skullclamp  survival,Simic (UG) Skullclamp Survival Midrange [WOTC Vintage].txt,2020-09-12,WOTC Vintage
818,green blue,green blue,-,ramp,artifacts  upheaval,Simic (UG) Tinker Upheaval Ramp 6.6.18.txt,2018-06-06,Vintage Unpowered
819,green blue,green,blue,ramp,-,Simic (UG) Tooth and Nail Ramp [WOTC Vintage].txt,2019-02-10,WOTC Vintage
820,green blue,green,blue,ramp,-,Simic (UG) Tooth and Nail Ramp(1) [WOTC Vintage].txt,2019-02-10,WOTC Vintage
821,green blue,green blue,-,midrange,upheaval,Simic (UG) Upheaval Midrange [WOTC Vintage].txt,2019-10-12,WOTC Vintage
822,green blue,green blue,-,ramp,upheaval,Simic (UG) Upheaval Ramp 10.1318.txt,2018-10-13,Vintage Unpowered
823,green blue,green blue,-,ramp,upheaval,Simic (UG) Upheaval Ramp [WOTC Vintage],2021-01-31,WOTC Vintage
824,green blue,green,blue,ramp,upheaval,Simic (UG) Upheaval Ramp [WOTC Vintage].txt,2018-12-26,WOTC Vintage
825,green blue,green,blue,ramp,upheaval,Simic (UG) Upheaval Ramp.txt,2019-09-15,Vintage Unpowered
826,green blue black,green black,blue,aggro,edric,Sulai (BUG) Edric Aggro.txt,2017-12-03,Vintage Unpowered
827,green blue black,green black,blue,aggro,-,Sultai (BUG) Aggro.txt,2019-02-10,Vintage Unpowered
828,green blue black,blue,green black,ramp,artifacts,Sultai (BUG) Artifacts Matters Ramp [WOTC Vintage].txt,2020-09-12,WOTC Vintage
829,green blue black,green black,blue,combo,oath  channel,Sultai (BUG) Channel Oath Combo.txt,2020-07-03,Vintage Unpowered
830,green blue black,green blue,black,combo,cheat,Sultai (BUG) Cheaty Face Combo.txt,2019-10-12,Vintage Unpowered
831,green blue black,green black,blue,midrange,edric,Sultai (BUG) Edric Midrange [WOTC Vintage].txt,2020-07-03,WOTC Vintage
832,green blue black,green blue black,-,midrange,-,Sultai (BUG) Goodstuff Midrange,2021-01-31,Vintage Unpowered
833,green blue black,green black,blue,midrange,-,Sultai (BUG) Goodstuff Midrange (2).txt,2020-07-03,Vintage Unpowered
834,green blue black,green black,blue,midrange,-,Sultai (BUG) Goodstuff Midrange.txt,2020-07-03,Vintage Unpowered
835,green blue black,blue black,green,combo,storm,Sultai (BUG) High Tide Storm Combo 8.30.18 [WOTC Vintage].txt,2018-08-30,WOTC Vintage
836,green blue black,green blue,black,midrange,edric  survival,Sultai (BUG) Leovold Edric Survival Midrange[WOTC Vintage].txt,2020-09-12,WOTC Vintage
837,green blue black,green blue,black,midrange,-,Sultai (BUG) Leovold Midrange [WOTC Vintage].txt,2020-07-03,WOTC Vintage
838,green blue black,green blue black,-,midrange,-,Sultai (BUG) Leovold Midrange.txt,2019-09-15,Vintage Unpowered
839,green blue black,green blue black,-,midrange,opposition,Sultai (BUG) Leovold Opposition Midrange [WOTC Vintage].txt,2020-09-12,WOTC Vintage
840,green blue black,green blue black,-,midrange,opposition  stax,Sultai (BUG) Leovold Opposition Stax Midrange [WOTC Vintage].txt,2020-04-25,WOTC Vintage
841,green blue black,green black,blue,midrange,-,Sultai (BUG) Living Death Midrange [WOTC Vintage].txt,2020-07-03,WOTC Vintage
842,green blue black,green blue,black,midrange,-,Sultai (BUG) Midrange 10.30.18.txt,2018-10-30,Vintage Unpowered
843,green blue black,green blue black,-,midrange,-,Sultai (BUG) Midrange 7.30.18.txt,2018-07-30,Vintage Unpowered
844,green blue black,blue black,green,midrange,-,Sultai (BUG) Midrange 9.6.18 [WOTC Vintage].txt,2018-09-06,WOTC Vintage
845,green blue black,green blue black,-,midrange,-,Sultai (BUG) Midrange [WOTC Vintage].txt,2019-07-02,WOTC Vintage
846,green blue black,green blue,black,ramp,naturalorder  channel,Sultai (BUG) Natural Order Channel Ramp [WOTC Vintage].txt,2020-03-20,WOTC Vintage
847,green blue black,green,blue black,ramp,opposition  naturalorder,Sultai (BUG) Natural Order Rofellos Opposition Ramp [Vintage].txt,2020-09-12,Vintage Powered
848,green blue black,blue,green black,midrange,upheaval,Sultai (BUG) Psychatog Upheaval Midrange.txt,2019-09-15,Vintage Unpowered
849,green blue black,green,blue black,ramp,-,Sultai (BUG) Ramp 6.6.18.txt,2018-06-06,Vintage Unpowered
850,green blue black,blue black,green,combo,reanimator,Sultai (BUG) Reanimator Combo [Vintage].txt,2020-09-12,Vintage Powered
851,green blue black,blue black,green,combo,reanimator,Sultai (BUG) Reanimator Combo [WOTC Vintage].txt,2019-09-03,WOTC Vintage
852,green blue black,green blue black,-,combo,reanimator,Sultai (BUG) Reanimator Combo.txt,2017-12-03,Vintage Unpowered
853,green blue black,black,green blue,midrange,reanimator,Sultai (BUG) Reanimator Midrange,2021-01-31,Vintage Unpowered
854,green black,green black,-,combo,reanimator  survival,Sultai (BUG) Reanimator Survival Combo [WOTC Vintage].txt,2019-09-03,WOTC Vintage
855,green blue black,green blue black,-,midrange,reanimator,Sultai (BUG) Recurring Nightmare Midrange 7.27.18.txt,2018-07-27,Vintage Unpowered
856,green blue black,green black,blue,midrange,reanimator,Sultai (BUG) Recurring Nightmare Midrange [WOTC Vintage].txt,2020-07-03,WOTC Vintage
857,green blue black,green blue black,-,midrange,reanimator,Sultai (BUG) Recurring Nightmare Midrange.txt,2020-04-25,Vintage Unpowered
858,green blue black,blue black,green,midrange,reanimator,Sultai (BUG) Recurring Nightmare Reanimator Midrange [WOTC Vintage].txt,2017-12-03,WOTC Vintage
859,green blue black,green black,blue,midrange,reanimator  survival,Sultai (BUG) Recurring Nightmare Survival Midrange.txt,2019-09-15,Vintage Unpowered
860,green blue black,green,blue black,ramp,naturalorder  upheaval,Sultai (BUG) Rofellos Natural Order Upheaval Ramp [WOTC Vintage].txt,2020-04-25,WOTC Vintage
861,green blue black,green black,blue,midrange,skullclamp  survival,Sultai (BUG) Skullclamp Survival Midrange.txt,2020-03-20,Vintage Unpowered
862,green blue black,blue black,green,aggro,stax,Sultai (BUG) Stax Aggro 12.4.17.txt,2017-12-04,Vintage Unpowered
863,green blue black,green black,blue,midrange,superfriends,Sultai (BUG) Superfriends Midrange.txt,2021-01-31,Vintage Unpowered
864,green blue black,green blue,black,midrange,survival,Sultai (BUG) Survival Midrange 5.3.18.txt,2018-05-03,Vintage Unpowered
865,green blue black,green black,blue,midrange,survival,Sultai (BUG) Survival Midrange [WOTC Vintage].txt,2019-10-12,WOTC Vintage
866,green blue black,green blue black,-,aggro control,-,Sultai (BUG) Tempo 4.17.18.txt,2018-04-17,Vintage Unpowered
867,green blue black,green,blue black,midrange,-,Sultai (BUG) Time Walk - Strip Mine Loops Midrange [WOTC Vintage].txt,2017-12-03,WOTC Vintage
868,green blue black,green blue black,-,aggro control,-,Sultai (BUG) Time Walk Tempo 1.9.18 [WOTC Vintage].txt,2018-01-09,WOTC Vintage
869,red green blue,red blue,green,combo,cheat  channel,Temur (RUG) Channel Cheaty Face Combo,2021-01-31,Vintage Unpowered
870,red green blue,blue,red green,combo,cheat  channel,Temur (RUG) Channel Cheaty Face Combo.txt,2020-03-20,Vintage Unpowered
871,red green,red green,-,ramp,channel,Temur (RUG) Channel Lutri Gruul Ramp,2021-01-31,Vintage Unpowered
872,red green blue,red green,blue,combo,twin  cheat  channel,Temur (RUG) Cheaty Face Channel Splinter Twin Combo 6.24.18.txt,2018-06-24,Vintage Unpowered
873,red green blue,green,red blue,combo,cheat,Temur (RUG) Cheaty Face Combo,2021-01-31,Vintage Unpowered
874,red green blue,green blue,red,combo,cheat,Temur (RUG) Cheaty Face Combo 11.19.18.txt,2018-11-19,Vintage Unpowered
875,red green blue,red blue,green,combo,cheat,Temur (RUG) Cheaty Face Combo 12.17.17.txt,2017-12-17,Vintage Unpowered
876,red green blue,green blue,red,combo  ramp,cheat,Temur (RUG) Cheaty Face Combo Ramp 9.17.18.txt,2018-09-17,Vintage Unpowered
877,red green blue,green,red blue,combo,cheat,Temur (RUG) Cheaty Face Combo [WOTC Vintage].txt,2020-07-03,WOTC Vintage
878,red green blue,red blue,green,combo,cheat,Temur (RUG) Cheaty Face Combo copy.txt,2019-06-16,Vintage Unpowered
879,red green blue,green,red blue,combo,cheat,Temur (RUG) Cheaty Face Combo.txt,2020-04-25,Vintage Unpowered
880,red green blue,red blue,green,control,-,Temur (RUG) Control.txt,2020-07-03,Vintage Unpowered
