name,color,cmc,manaCost,power,toughness,text,types,subtypes
"Regna, the Redeemer", White,6,{5}{W},4,4,"Partner with Krav, the Unredeemed (When this creature enters the battlefield, target player may put Krav into their hand from their library, then shuffle.)
Flying
At the beginning of each end step, if your team gained life this turn, create two 1/1 white Warrior creature tokens.", Creature, Angel
"Krav, the Unredeemed", Black,5,{4}{B},3,3,"Partner with Regna, the Redeemer (When this creature enters the battlefield, target player may put Regna into their hand from their library, then shuffle.)
{B}, Sacrifice X creatures: Target player draws X cards and gains X life. Put X +1/+1 counters on Krav, the Unredeemed.", Creature, Demon
"Zndrsplt, Eye of Wisdom", Blue,5,{4}{U},1,4,"Partner with Okaun, Eye of Chaos (When this creature enters the battlefield, target player may put Okaun into their hand from their library, then shuffle.)
At the beginning of combat on your turn, flip a coin until you lose a flip.
Whenever a player wins a coin flip, draw a card.", Creature, Homunculus
"Okaun, Eye of Chaos", Red,5,{4}{R},3,3,"Partner with Zndrsplt, Eye of Wisdom (When this creature enters the battlefield, target player may put Zndrsplt into their hand from their library, then shuffle.)
At the beginning of combat on your turn, flip a coin until you lose a flip.
Whenever a player wins a coin flip, double Okaun's power and toughness until end of turn.", Creature, Cyclops Berserker
Virtus the Veiled, Black,3,{2}{B},1,1,"Partner with Gorm the Great (When this creature enters the battlefield, target player may put Gorm into their hand from their library, then shuffle.)
Deathtouch
Whenever Virtus the Veiled deals combat damage to a player, that player loses half their life, rounded up.", Creature, Azra Assassin
Gorm the Great, Green,4,{3}{G},2,7,"Partner with Virtus the Veiled (When this creature enters the battlefield, target player may put Virtus into their hand from their library, then shuffle.)
Vigilance
Gorm the Great must be blocked if able, and Gorm must be blocked by two or more creatures if able.", Creature, Giant Warrior
Khorvath Brightflame, Red,6,{5}{R},3,4,"Partner with Sylvia Brightspear (When this creature enters the battlefield, target player may put Sylvia into their hand from their library, then shuffle.)
Flying, haste
Knights your team controls have flying and haste.", Creature, Dragon
Sylvia Brightspear, White,3,{2}{W},2,2,"Partner with Khorvath Brightflame (When this creature enters the battlefield, target player may put Khorvath into their hand from their library, then shuffle.)
Double strike
Dragons your team controls have double strike.", Creature, Human Knight
"Pir, Imaginative Rascal", Green,3,{2}{G},1,1,"Partner with Toothy, Imaginary Friend (When this creature enters the battlefield, target player may put Toothy into their hand from their library, then shuffle.)
If one or more counters would be put on a permanent your team controls, that many plus one of each of those kinds of counters are put on that permanent instead.", Creature, Human
"Toothy, Imaginary Friend", Blue,4,{3}{U},1,1,"Partner with Pir, Imaginative Rascal (When this creature enters the battlefield, target player may put Pir into their hand from their library, then shuffle.)
Whenever you draw a card, put a +1/+1 counter on Toothy, Imaginary Friend.
When Toothy leaves the battlefield, draw a card for each +1/+1 counter on it.", Creature, Illusion
Blaring Recruiter, White,4,{3}{W},2,2,"Partner with Blaring Captain (When this creature enters the battlefield, target player may put Blaring Captain into their hand from their library, then shuffle.)
{2}{W}: Create a 1/1 white Warrior creature token.", Creature, Elf Warrior
Blaring Captain, Black,4,{3}{B},2,2,"Partner with Blaring Recruiter (When this creature enters the battlefield, target player may put Blaring Recruiter into their hand from their library, then shuffle.)
Whenever Blaring Captain attacks, attacking Warriors get +1/+1 until end of turn.", Creature, Azra Warrior
Chakram Retriever, Blue,5,{4}{U},2,4,"Partner with Chakram Slinger (When this creature enters the battlefield, target player may put Chakram Slinger into their hand from their library, then shuffle.)
Whenever you cast a spell during your turn, untap target creature.", Creature, Elemental Hound
Chakram Slinger, Red,5,{4}{R},2,4,"Partner with Chakram Retriever (When this creature enters the battlefield, target player may put Chakram Retriever into their hand from their library, then shuffle.)
{R}, {T}: Chakram Slinger deals 2 damage to target player or planeswalker.", Creature, Human Warrior
Soulblade Corrupter, Black,5,{4}{B},3,3,"Partner with Soulblade Renewer (When this creature enters the battlefield, target player may put Soulblade Renewer into their hand from their library, then shuffle.)
Deathtouch
Whenever a creature with a +1/+1 counter on it attacks one of your opponents, that creature gains deathtouch until end of turn.", Creature, Human Warrior
Soulblade Renewer, Green,5,{4}{G},2,2,"Partner with Soulblade Corrupter (When this creature enters the battlefield, target player may put Soulblade Corrupter into their hand from their library, then shuffle.)
When Soulblade Renewer enters the battlefield, support 2. (Put a +1/+1 counter on each of up to two other target creatures.)", Creature, Elf Warrior
Impetuous Protege, Red,3,{2}{R},0,4,"Partner with Proud Mentor (When this creature enters the battlefield, target player may put Proud Mentor into their hand from their library, then shuffle.)
Whenever Impetuous Protege attacks, it gets +X/+0 until end of turn, where X is the greatest power among tapped creatures your opponents control.", Creature, Human Warrior
Proud Mentor, White,3,{2}{W},1,1,"Partner with Impetuous Protege (When this creature enters the battlefield, target player may put Impetuous Protege into their hand from their library, then shuffle.)
{W}, {T}: Tap target creature.", Creature, Human Warrior
Ley Weaver, Green,4,{3}{G},2,2,"Partner with Lore Weaver (When this creature enters the battlefield, target player may put Lore Weaver into their hand from their library, then shuffle.)
{T}: Untap two target lands.", Creature, Human Druid
Lore Weaver, Blue,4,{3}{U},2,2,"Partner with Ley Weaver (When this creature enters the battlefield, target player may put Ley Weaver into their hand from their library, then shuffle.)
{5}{U}{U}: Target player draws two cards.", Creature, Human Wizard
Arena Rector, White,4,{3}{W},1,2,"When Arena Rector dies, you may exile it. If you do, search your library for a planeswalker card, put it onto the battlefield, then shuffle your library.", Creature, Human Cleric
Aurora Champion, White,3,{2}{W},3,2,"Whenever Aurora Champion attacks, if your team controls another Warrior, tap target creature.", Creature, Elf Warrior
Brightling, White,3,{1}{W}{W},3,3,"{W}: Brightling gains vigilance until end of turn.
{W}: Brightling gains lifelink until end of turn.
{W}: Return Brightling to its owner's hand.
{1}: Brightling gets +1/-1 or -1/+1 until end of turn.", Creature, Shapeshifter
Bring Down, White,4,{3}{W},,,"Assist (Another player can pay up to {3} of this spell's cost.)
Destroy target creature with power 4 or greater.", Sorcery,
Dwarven Lightsmith, White,6,{5}{W},3,4,"Assist (Another player can pay up to {5} of this spell's cost.)
When Dwarven Lightsmith enters the battlefield, creatures your team controls get +1/+1 until end of turn.", Creature, Dwarf Cleric
Jubilant Mascot, White,3,{2}{W},1,1,"At the beginning of combat on your turn, you may pay {3}{W}. If you do, support 2. (Put a +1/+1 counter on each of up to two other target creatures.)", Creature, Homunculus
Play of the Game, White,8,{6}{W}{W},,,"Assist (Another player can pay up to {6} of this spell's cost.)
Exile all nonland permanents.", Sorcery,
Regna's Sanction, White,4,{3}{W},,,"For each player, choose friend or foe. Each friend puts a +1/+1 counter on each creature they control. Each foe chooses one untapped creature they control, then taps the rest.", Sorcery,
Skystreamer, White,5,{4}{W},3,2,"Assist (Another player can pay up to {4} of this spell's cost.)
Flying
When Skystreamer enters the battlefield, target player gains 4 life.", Creature, Griffin
Together Forever, White,2,{W}{W},,,"When Together Forever enters the battlefield, support 2. (Put a +1/+1 counter on each of up to two target creatures.)
{1}: Choose target creature with a counter on it. When that creature dies this turn, return that card to its owner's hand.", Enchantment,
Arcane Artisan, Blue,3,{2}{U},0,3,"{2}{U}, {T}: Target player draws a card, then exiles a card from their hand. If a creature card is exiled this way, that player creates a token that's a copy of that card.
When Arcane Artisan leaves the battlefield, exile all tokens created with it at the beginning of the next end step.", Creature, Human Wizard
Fumble, Blue,2,{1}{U},,,"Return target creature to its owner's hand. Gain control of all Auras and Equipment that were attached to it, then attach them to another creature.", Instant,
Game Plan, Blue,6,{5}{U},,,"Assist (Another player can pay up to {5} of this spell's cost.)
Each player shuffles their hand and graveyard into their library, then draws seven cards. Exile Game Plan.", Sorcery,
Huddle Up, Blue,3,{2}{U},,,"Assist (Another player can pay up to {2} of this spell's cost.)
Two target players each draw a card.", Sorcery,
Nimbus Champion, Blue,6,{5}{U},4,4,"Flying
Whenever Nimbus Champion attacks, you may return target creature to its owner's hand if that creature's power is less than or equal to the number of Warriors your team controls.", Creature, Avatar Warrior
Out of Bounds, Blue,4,{3}{U},,,"Assist (Another player can pay up to {3} of this spell's cost.)
Counter target spell.", Instant,
Saltwater Stalwart, Blue,4,{3}{U},2,4,"Whenever Saltwater Stalwart deals damage to an opponent, target player draws a card.", Creature, Merfolk Warrior
Soaring Show-Off, Blue,3,{2}{U},2,2,"Flying
When Soaring Show-Off enters the battlefield, each player draws a card.", Creature, Bird Warrior
Spellseeker, Blue,3,{2}{U},1,1,"When Spellseeker enters the battlefield, you may search your library for an instant or sorcery card with converted mana cost 2 or less, reveal it, put it into your hand, then shuffle your library.", Creature, Human Wizard
Spellweaver Duo, Blue,7,{6}{U},4,4,"Assist (Another player can pay up to {6} of this spell's cost.)
When Spellweaver Duo enters the battlefield, you may return target tapped creature to its owner's hand.", Creature, Human Wizard
Zndrsplt's Judgment, Blue,5,{4}{U},,,"For each player, choose friend or foe. Each friend creates a token that's a copy of a creature they control. Each foe returns a creature they control to its owner's hand.", Sorcery,
Archfiend of Despair, Black,8,{6}{B}{B},6,6,"Flying
Your opponents can't gain life.
At the beginning of each end step, each opponent loses life equal to the life that player lost this turn. (Damage causes loss of life.)", Creature, Demon
Bloodborn Scoundrels, Black,6,{5}{B},4,4,"Assist (Another player can pay up to {5} of this spell's cost.)
When Bloodborn Scoundrels enters the battlefield, target opponent loses 2 life and you gain 2 life.", Creature, Vampire Rogue
Fan Favorite, Black,4,{3}{B},2,2,"Assist (Another player can pay up to {3} of this spell's cost.)
{2}: Fan Favorite gets +1/+1 until end of turn. Any player may activate this ability.", Creature, Human Rogue
Gang Up, Black,1,{X}{B},,,"Assist (Another player can pay up to {X} of this spell's cost. You choose the value of X.)
Destroy target creature with power X or less.", Instant,
Inner Demon, Black,4,{2}{B}{B},,,"Enchant creature
Enchanted creature gets +2/+2, has flying, and is a Demon in addition to its other types.
When Inner Demon enters the battlefield, all non-Demon creatures get -2/-2 until end of turn.", Enchantment, Aura
Mindblade Render, Black,2,{1}{B},1,3,"Whenever your opponents are dealt combat damage, if any of that damage was dealt by a Warrior, you draw a card and you lose 1 life.", Creature, Azra Warrior
Sickle Dancer, Black,3,{2}{B},3,2,"Whenever Sickle Dancer attacks, if your team controls another Warrior, Sickle Dancer gets +1/+1 until end of turn.", Creature, Human Warrior
Stunning Reversal, Black,4,{3}{B},,,"The next time you would lose the game this turn, instead draw seven cards and your life total becomes 1.
Exile Stunning Reversal.", Instant,
Thrasher Brute, Black,4,{3}{B},4,3,"Whenever Thrasher Brute or another Warrior enters the battlefield under your team's control, target opponent loses 1 life and you gain 1 life.", Creature, Orc Warrior
Thrilling Encore, Black,5,{4}{B},,,Put onto the battlefield under your control all creature cards in all graveyards that were put there from the battlefield this turn., Instant,
Virtus's Maneuver, Black,3,{2}{B},,,"For each player, choose friend or foe. Each friend returns a creature card from their graveyard to their hand. Each foe sacrifices a creature they control.", Sorcery,
Azra Bladeseeker, Red,3,{2}{R},3,2,"When Azra Bladeseeker enters the battlefield, each player on your team may discard a card, then each player who discarded a card this way draws a card.", Creature, Azra Warrior
Bonus Round, Red,3,{1}{R}{R},,,"Until end of turn, whenever a player casts an instant or sorcery spell, that player copies it and may choose new targets for the copy.", Sorcery,
Bull-Rush Bruiser, Red,4,{3}{R},4,3,"Whenever Bull-Rush Bruiser attacks, if your team controls another Warrior, Bull-Rush Bruiser gains first strike until end of turn.", Creature, Minotaur Warrior
Cheering Fanatic, Red,2,{1}{R},2,2,"Whenever Cheering Fanatic attacks, choose a card name. Spells with the chosen name cost {1} less to cast this turn.", Creature, Goblin
Khorvath's Fury, Red,5,{4}{R},,,"For each player, choose friend or foe. Each friend discards all cards from their hand, then draws that many cards plus one. Khorvath's Fury deals damage to each foe equal to the number of cards in their hand.", Sorcery,
Lava-Field Overlord, Red,9,{7}{R}{R},5,4,"Assist (Another player can pay up to {7} of this spell's cost.)
Flying
When Lava-Field Overlord enters the battlefield, it deals 4 damage to target creature an opponent controls.", Creature, Dragon
Magma Hellion, Red,7,{6}{R},5,4,"Assist (Another player can pay up to {6} of this spell's cost.)
Trample, haste", Creature, Hellion
"Najeela, the Blade-Blossom", Red,3,{2}{R},3,2,"Whenever a Warrior attacks, you may have its controller create a 1/1 white Warrior creature token that's tapped and attacking.
{W}{U}{B}{R}{G}: Untap all attacking creatures. They gain trample, lifelink, and haste until end of turn. After this phase, there is an additional combat phase. Activate this ability only during combat.", Creature, Human Warrior
Stadium Vendors, Red,4,{3}{R},3,3,"When Stadium Vendors enters the battlefield, choose a player. That player adds two mana of any one color they choose.", Creature, Goblin
Stolen Strategy, Red,5,{4}{R},,,"At the beginning of your upkeep, exile the top card of each opponent's library. Until end of turn, you may cast nonland cards from among those exiled cards, and you may spend mana as though it were mana of any color to cast those spells.", Enchantment,
Bramble Sovereign, Green,4,{2}{G}{G},4,4,"Whenever another nontoken creature enters the battlefield, you may pay {1}{G}. If you do, that creature's controller creates a token that's a copy of that creature.", Creature, Dryad
Charging Binox, Green,8,{7}{G},7,5,"Assist (Another player can pay up to {7} of this spell's cost.)
Trample", Creature, Beast
Combo Attack, Green,3,{2}{G},,,Two target creatures your team controls each deal damage equal to their power to target creature., Sorcery,
The Crowd Goes Wild, Green,1,{X}{G},,,"Assist (Another player can pay up to {X} of this spell's cost. You choose the value of X.)
Support X. (Put a +1/+1 counter on each of up to X target creatures.)
Each creature with a +1/+1 counter on it gains trample until end of turn.", Sorcery,
Decorated Champion, Green,2,{1}{G},2,2,"Whenever another Warrior enters the battlefield under your team's control, put a +1/+1 counter on Decorated Champion.", Creature, Elf Warrior
Generous Patron, Green,3,{2}{G},1,4,"When Generous Patron enters the battlefield, support 2. (Put a +1/+1 counter on each of up to two other target creatures.)
Whenever you put one or more counters on a creature you don't control, draw a card.", Creature, Elf Advisor
"Grothama, All-Devouring", Green,5,{3}{G}{G},10,8,"Other creatures have ""Whenever this creature attacks, you may have it fight Grothama, All-Devouring.""
When Grothama leaves the battlefield, each player draws cards equal to the amount of damage dealt to Grothama this turn by sources they controlled.", Creature, Wurm
Jungle Wayfinder, Green,3,{2}{G},3,3,"When Jungle Wayfinder enters the battlefield, each player may search their library for a basic land card, reveal it, put it into their hand, then shuffle their library.", Creature, Elf Warrior
Pir's Whim, Green,4,{3}{G},,,"For each player, choose friend or foe. Each friend searches their library for a land card, puts it onto the battlefield tapped, then shuffles their library. Each foe sacrifices an artifact or enchantment they control.", Sorcery,
Archon of Valor's Reach, White Green,6,{4}{G}{W},5,6,"Flying, vigilance, trample
As Archon of Valor's Reach enters the battlefield, choose artifact, enchantment, instant, sorcery, or planeswalker.
Players can't cast spells of the chosen type.", Creature, Archon
Azra Oddsmaker, Black Red,3,{1}{B}{R},3,3,"At the beginning of combat on your turn, you may discard a card. If you do, choose a creature. Whenever that creature deals combat damage to a player this turn, you draw two cards.", Creature, Azra Warrior
Last One Standing, Black Red,3,{1}{B}{R},,,"Choose a creature at random, then destroy the rest.", Sorcery,
Rushblade Commander, Black Red,2,{B}{R},2,2,Warriors your team controls have haste., Creature, Azra Warrior
Vampire Charmseeker, Blue Black,8,{6}{U}{B},3,4,"Assist (Another player can pay up to {6} of this spell's cost.)
Flying
When Vampire Charmseeker enters the battlefield, return target instant, sorcery, or creature card from a graveyard to its owner's hand.", Creature, Vampire Wizard
Sentinel Tower,Colorless,4,{4},,,"Whenever an instant or sorcery spell is cast during your turn, Sentinel Tower deals damage to any target equal to 1 plus the number of instant and sorcery spells cast before that spell this turn.", Artifact,
Victory Chimes,Colorless,3,{3},,,"Untap Victory Chimes during each other player's untap step.
{T}: A player of your choice adds {C}.", Artifact,
Bountiful Promenade,Colorless,0,,,,"Bountiful Promenade enters the battlefield tapped unless you have two or more opponents.
{T}: Add {G} or {W}.", Land,
Luxury Suite,Colorless,0,,,,"Luxury Suite enters the battlefield tapped unless you have two or more opponents.
{T}: Add {B} or {R}.", Land,
Morphic Pool,Colorless,0,,,,"Morphic Pool enters the battlefield tapped unless you have two or more opponents.
{T}: Add {U} or {B}.", Land,
Sea of Clouds,Colorless,0,,,,"Sea of Clouds enters the battlefield tapped unless you have two or more opponents.
{T}: Add {W} or {U}.", Land,
Spire Garden,Colorless,0,,,,"Spire Garden enters the battlefield tapped unless you have two or more opponents.
{T}: Add {R} or {G}.", Land,
Sparring Mummy, White,4,{3}{W},3,3,"When Sparring Mummy enters the battlefield, untap target creature.", Creature, Zombie
Fill with Fright, Black,4,{3}{B},,,"Target player discards two cards. Scry 2. (Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)", Sorcery,
Painful Lesson, Black,3,{2}{B},,,Target player draws two cards and loses 2 life., Sorcery,
Pathmaker Initiate, Red,2,{1}{R},2,1,{T}: Target creature with power 2 or less can't be blocked this turn., Creature, Human Wizard
Wandering Wolf, Green,2,{1}{G},2,1,Creatures with power less than Wandering Wolf's power can't block it., Creature, Wolf
Kiss of the Amesha, White Blue,6,{4}{W}{U},,,Target player gains 7 life and draws two cards., Sorcery,
Rhox Brute, Red Green,4,{2}{R}{G},4,4,, Creature, Rhino Warrior
Night Market Guard,Colorless,3,{3},3,1,Night Market Guard can block an additional creature each combat., Artifact Creature, Construct
Angel of Jubilation, White,4,{1}{W}{W}{W},3,3,"Flying
Other nonblack creatures you control get +1/+1.
Players can't pay life or sacrifice creatures to cast spells or activate abilities.", Creature, Angel
Builder's Blessing, White,4,{3}{W},,,Untapped creatures you control get +0/+2., Enchantment,
Call to Serve, White,2,{1}{W},,,"Enchant nonblack creature
Enchanted creature gets +1/+2, has flying, and is an Angel in addition to its other types.", Enchantment, Aura
Commander's Authority, White,5,{4}{W},,,"Enchant creature
Enchanted creature has ""At the beginning of your upkeep, create a 1/1 white Human creature token.""", Enchantment, Aura
Cursebreak, White,2,{1}{W},,,Destroy target enchantment. You gain 2 life., Instant,
Defang, White,2,{1}{W},,,"Enchant creature
Prevent all damage that would be dealt by enchanted creature.", Enchantment, Aura
Defy Death, White,5,{3}{W}{W},,,"Return target creature card from your graveyard to the battlefield. If it's an Angel, put two +1/+1 counters on it.", Sorcery,
Devout Chaplain, White,3,{2}{W},2,2,"{T}, Tap two untapped Humans you control: Exile target artifact or enchantment.", Creature, Human Cleric
Divine Deflection, White,1,{X}{W},,,"Prevent the next X damage that would be dealt to you and/or permanents you control this turn. If damage is prevented this way, Divine Deflection deals that much damage to any target.", Instant,
Farbog Explorer, White,3,{2}{W},2,3,Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.), Creature, Human Scout
Goldnight Commander, White,4,{3}{W},2,2,"Whenever another creature enters the battlefield under your control, creatures you control get +1/+1 until end of turn.", Creature, Human Cleric Soldier
Herald of War, White,5,{3}{W}{W},3,3,"Flying
Whenever Herald of War attacks, put a +1/+1 counter on it.
Angel spells and Human spells you cast cost {1} less to cast for each +1/+1 counter on Herald of War.", Creature, Angel
Holy Justiciar, White,4,{3}{W},2,1,"{2}{W}, {T}: Tap target creature. If that creature is a Zombie, exile it.", Creature, Human Cleric
Leap of Faith, White,3,{2}{W},,,Target creature gains flying until end of turn. Prevent all damage that would be dealt to that creature this turn., Instant,
Midnight Duelist, White,1,{W},1,2,Protection from Vampires, Creature, Human Soldier
Midvast Protector, White,4,{3}{W},2,3,"When Midvast Protector enters the battlefield, target creature you control gains protection from the color of your choice until end of turn.", Creature, Human Wizard
Moonlight Geist, White,3,{2}{W},2,1,"Flying
{3}{W}: Prevent all combat damage that would be dealt to and dealt by Moonlight Geist this turn.", Creature, Spirit
Nearheath Pilgrim, White,2,{1}{W},2,1,"Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)
As long as Nearheath Pilgrim is paired with another creature, both creatures have lifelink.", Creature, Human Cleric
Riders of Gavony, White,4,{2}{W}{W},3,3,"Vigilance
As Riders of Gavony enters the battlefield, choose a creature type.
Human creatures you control have protection from creatures of the chosen type.", Creature, Human Knight
Seraph of Dawn, White,4,{2}{W}{W},2,4,"Flying
Lifelink (Damage dealt by this creature also causes you to gain that much life.)", Creature, Angel
Alchemist's Apprentice, Blue,2,{1}{U},1,1,Sacrifice Alchemist's Apprentice: Draw a card., Creature, Human Wizard
Elgaud Shieldmate, Blue,4,{3}{U},2,3,"Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)
As long as Elgaud Shieldmate is paired with another creature, both creatures have hexproof. (They can't be the targets of spells or abilities your opponents control.)", Creature, Human Soldier
Fettergeist, Blue,3,{2}{U},3,4,"Flying
At the beginning of your upkeep, sacrifice Fettergeist unless you pay {1} for each other creature you control.", Creature, Spirit
Galvanic Alchemist, Blue,3,{2}{U},1,4,"Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)
As long as Galvanic Alchemist is paired with another creature, each of those creatures has ""{2}{U}: Untap this creature.""", Creature, Human Wizard
Geist Snatch, Blue,4,{2}{U}{U},,,Counter target creature spell. Create a 1/1 blue Spirit creature token with flying., Instant,
Ghostly Touch, Blue,2,{1}{U},,,"Enchant creature
Enchanted creature has ""Whenever this creature attacks, you may tap or untap target permanent.""", Enchantment, Aura
Havengul Skaab, Blue,6,{5}{U},4,5,"Whenever Havengul Skaab attacks, return another creature you control to its owner's hand.", Creature, Zombie Horror
Lunar Mystic, Blue,4,{2}{U}{U},2,2,"Whenever you cast an instant spell, you may pay {1}. If you do, draw a card.", Creature, Human Wizard
Mass Appeal, Blue,3,{2}{U},,,Draw a card for each Human you control., Sorcery,
Misthollow Griffin, Blue,4,{2}{U}{U},3,3,"Flying
You may cast Misthollow Griffin from exile.", Creature, Griffin
Outwit, Blue,1,{U},,,Counter target spell that targets a player., Instant,
Rotcrown Ghoul, Blue,5,{4}{U},3,3,"When Rotcrown Ghoul dies, target player puts the top five cards of their library into their graveyard.", Creature, Zombie
Second Guess, Blue,2,{1}{U},,,Counter target spell that's the second spell cast this turn., Instant,
Spectral Prison, Blue,2,{1}{U},,,"Enchant creature
Enchanted creature doesn't untap during its controller's untap step.
When enchanted creature becomes the target of a spell, sacrifice Spectral Prison.", Enchantment, Aura
Spirit Away, Blue,7,{5}{U}{U},,,"Enchant creature
You control enchanted creature.
Enchanted creature gets +2/+2 and has flying.", Enchantment, Aura
Stern Mentor, Blue,4,{3}{U},2,2,"Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)
As long as Stern Mentor is paired with another creature, each of those creatures has ""{T}: Target player puts the top two cards of their library into their graveyard.""", Creature, Human Wizard
"Tamiyo, the Moon Sage", Blue,5,{3}{U}{U},,,"+1: Tap target permanent. It doesn't untap during its controller's next untap step.
−2: Draw a card for each tapped creature target player controls.
−8: You get an emblem with ""You have no maximum hand size"" and ""Whenever a card is put into your graveyard from anywhere, you may return it to your hand.""", Planeswalker, Tamiyo
Vanishment, Blue,5,{4}{U},,,"Put target nonland permanent on top of its owner's library.
Miracle {U} (You may cast this card for its miracle cost when you draw it if it's the first card you drew this turn.)", Instant,
Bloodflow Connoisseur, Black,3,{2}{B},1,1,Sacrifice a creature: Put a +1/+1 counter on Bloodflow Connoisseur., Creature, Vampire
Demonic Rising, Black,5,{3}{B}{B},,,"At the beginning of your end step, if you control exactly one creature, create a 5/5 black Demon creature token with flying.", Enchantment,
Demonic Taskmaster, Black,3,{2}{B},4,3,"Flying
At the beginning of your upkeep, sacrifice a creature other than Demonic Taskmaster.", Creature, Demon
Demonlord of Ashmouth, Black,4,{2}{B}{B},5,4,"Flying
When Demonlord of Ashmouth enters the battlefield, exile it unless you sacrifice another creature.
Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)", Creature, Demon
Descent into Madness, Black,5,{3}{B}{B},,,"At the beginning of your upkeep, put a despair counter on Descent into Madness, then each player exiles X permanents they control and/or cards from their hand, where X is the number of despair counters on Descent into Madness.", Enchantment,
Dread Slaver, Black,5,{3}{B}{B},3,5,"Whenever a creature dealt damage by Dread Slaver this turn dies, return it to the battlefield under your control. That creature is a black Zombie in addition to its other colors and types.", Creature, Zombie Horror
Essence Harvest, Black,3,{2}{B},,,"Target player loses X life and you gain X life, where X is the greatest power among creatures you control.", Sorcery,
Exquisite Blood, Black,5,{4}{B},,,"Whenever an opponent loses life, you gain that much life.", Enchantment,
Ghoulflesh, Black,1,{B},,,"Enchant creature
Enchanted creature gets -1/-1 and is a black Zombie in addition to its other colors and types.", Enchantment, Aura
Gloom Surgeon, Black,2,{1}{B},2,1,"If combat damage would be dealt to Gloom Surgeon, prevent that damage and exile that many cards from the top of your library.", Creature, Spirit
Grave Exchange, Black,6,{4}{B}{B},,,Return target creature card from your graveyard to your hand. Target player sacrifices a creature., Sorcery,
Homicidal Seclusion, Black,5,{4}{B},,,"As long as you control exactly one creature, that creature gets +3/+1 and has lifelink.", Enchantment,
Hunted Ghoul, Black,1,{B},1,2,Hunted Ghoul can't block Humans., Creature, Zombie
Maalfeld Twins, Black,6,{5}{B},4,4,"When Maalfeld Twins dies, create two 2/2 black Zombie creature tokens.", Creature, Zombie
Mental Agony, Black,4,{3}{B},,,Target player discards two cards and loses 2 life., Sorcery,
Polluted Dead, Black,5,{4}{B},3,3,"When Polluted Dead dies, destroy target land.", Creature, Zombie
Predator's Gambit, Black,1,{B},,,"Enchant creature
Enchanted creature gets +2/+1.
Enchanted creature has intimidate as long as its controller controls no other creatures. (It can't be blocked except by artifact creatures and/or creatures that share a color with it.)", Enchantment, Aura
Searchlight Geist, Black,3,{2}{B},2,1,"Flying
{3}{B}: Searchlight Geist gains deathtouch until end of turn. (Any amount of damage it deals to a creature is enough to destroy it.)", Creature, Spirit
Soulcage Fiend, Black,3,{1}{B}{B},3,2,"When Soulcage Fiend dies, each player loses 3 life.", Creature, Demon
Treacherous Pit-Dweller, Black,2,{B}{B},4,3,"When Treacherous Pit-Dweller enters the battlefield from a graveyard, target opponent gains control of it.
Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)", Creature, Demon
Triumph of Cruelty, Black,3,{2}{B},,,"At the beginning of your upkeep, target opponent discards a card if you control the creature with the greatest power or tied for the greatest power.", Enchantment,
Undead Executioner, Black,4,{3}{B},2,2,"When Undead Executioner dies, you may have target creature get -2/-2 until end of turn.", Creature, Zombie
Aggravate, Red,5,{3}{R}{R},,,Aggravate deals 1 damage to each creature target player controls. Each creature dealt damage this way attacks this turn if able., Instant,
Archwing Dragon, Red,4,{2}{R}{R},4,4,"Flying, haste
At the beginning of the end step, return Archwing Dragon to its owner's hand.", Creature, Dragon
Banners Raised, Red,1,{R},,,Creatures you control get +1/+0 until end of turn., Instant,
Battle Hymn, Red,2,{1}{R},,,Add {R} for each creature you control., Instant,
Burn at the Stake, Red,5,{2}{R}{R}{R},,,"As an additional cost to cast this spell, tap any number of untapped creatures you control.
Burn at the Stake deals damage to any target equal to three times the number of creatures tapped this way.", Sorcery,
Dangerous Wager, Red,2,{1}{R},,,"Discard your hand, then draw two cards.", Instant,
Dual Casting, Red,2,{1}{R},,,"Enchant creature
Enchanted creature has ""{R}, {T}: Copy target instant or sorcery spell you control. You may choose new targets for the copy.""", Enchantment, Aura
Falkenrath Exterminator, Red,2,{1}{R},1,1,"Whenever Falkenrath Exterminator deals combat damage to a player, put a +1/+1 counter on it.
{2}{R}: Falkenrath Exterminator deals damage to target creature equal to the number of +1/+1 counters on Falkenrath Exterminator.", Creature, Vampire Archer
Guise of Fire, Red,1,{R},,,"Enchant creature
Enchanted creature gets +1/-1 and attacks each combat if able.", Enchantment, Aura
Heirs of Stromkirk, Red,4,{2}{R}{R},2,2,"Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.)
Whenever Heirs of Stromkirk deals combat damage to a player, put a +1/+1 counter on it.", Creature, Vampire
